390	4906	17599
391	4862	17649
392	4818	17699
393	4774	17745
394	4729	17791
395	4684	17837
396	4638	17879
397	4593	17922
398	4547	17965
399	4502	18011
400	4458	18058
401	4411	18097
402	4366	18142
403	4321	18185
404	4276	18229
405	4229	18268
406	4182	18306
407	4136	18345
408	4091	18389
409	4045	18428
410	3999	18471
411	3953	18509
412	3907	18547
413	3860	18586
414	3814	18625
415	3768	18664
416	3723	18707
417	3677	18747
418	3632	18789
419	3586	18827
420	3540	18866
421	3494	18906
422	3448	18943
423	3403	18985
424	3357	19024
425	3311	19064
426	3266	19104
427	3220	19143
428	3175	19186
429	3129	19224
430	3083	19262
431	3038	19300
432	2992	19340
433	2947	19379
434	2901	19417
435	2856	19460
436	2811	19499
437	2765	19537
438	2720	19576
439	2674	19616
440	2630	19658
441	2584	19697
442	2540	19742
443	2495	19782
444	2449	19822
445	2404	19860
446	2359	19899
447	2314	19937
448	2268	19976
449	2223	20013
450	2178	20055
451	2133	20093
452	2088	20132
453	2043	20171
454	1999	20215
455	1954	20257
456	1909	20297
457	1864	20335
458	1820	20379
459	1775	20421
460	1731	20465
461	1686	20507
462	1641	20546
463	1597	20585
464	1552	20624
465	1507	20663
466	1462	20702
467	1418	20742
468	1373	20781
469	1329	20821
470	1284	20863
471	1240	20908
472	1195	20950
473	1151	20994
474	1107	21034
475	1062	21077
476	1018	21120
477	973	21159
478	929	21198
479	884	21236
480	840	21274
481	795	21313
482	751	21351
483	707	21395
484	663	21437
485	618	21482
486	574	21521
487	530	21564
488	486	21607
489	441	21650
490	397	21694
491	353	21733
492	309	21771
493	264	21815
494	220	21852
495	176	21895
496	132	21938
497	88	21981
498	44	22020
499	0	22062
